[NÚMERO DE SERIES]
7

[NÚMERO DE REGISTROS]
16802

[VALOR DE DATOS FALTANTES]
-9999

[COORDENADAS X]
711505.202714 743514.182235 743452.700708 713949.957734 712890.563892 740998.343372 736963.676353

[COORDENADAS Y]
9675403.21389 9702309.26183 9704336.42371 9685345.21764 9682859.7167 9702845.20844 9702775.18491

[COORDENADAS Z]
2966.0 2894.0 2957.0 3021.0 2826.0 2810.0 2953.0

[MATRIZ DE DATOS]
Año Mes Día  SUSTAG CEBOLLAR Llaucay Nudpud TIXAN Uchucupun Zhindilig
1980 10 15 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 16 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 17 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 18 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 19 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 20 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 21 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 22 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 23 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 24 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 25 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 26 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 27 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 28 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 29 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 30 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 10 31 11409.3 78587.9 3888 3888 50088.4 6912 2592
1980 11 1 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 2 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 3 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 4 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 5 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 6 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 7 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 8 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 9 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 10 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 11 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 12 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 13 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 14 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 15 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 16 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 17 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 18 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 19 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 20 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 21 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 22 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 23 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 24 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 25 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 26 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 27 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 28 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 29 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 11 30 11596.2 77968.9 3888 3888 49382.8 6912 2592
1980 12 1 12069.3 77555.5 3888 3888 50088.4 6912 2592
1980 12 2 12069.3 77555.5 3888 3888 50088.4 6912 2592
1980 12 3 12069.3 77555.5 3888 3888 50088.4 6912 2592
1980 12 4 12069.3 77555.5 3888 3888 50088.4 6912 2592
1980 12 5 12069.3 77555.5 3888 3888 50088.4 6912 2592
1980 12 6 12069.3 77555.5 3888 3888 50088.4 6912 2592
1980 12 7 12069.3 77555.5 3888 3888 50088.4 6912 2592
1980 12 8 12069.3 77555.5 3888 3888 50088.4 6912 2592
1980 12 9 12069.3 77555.5 3888 3888 50088.4 6912 2592
1980 12 10 12069.3 77555.5 3888 3888 50088.4 6912 2592
1980 12 11 12069.3 77555.5 3888 3888 50088.4 6912 2592
1980 12 12 12069.3 77555.5 3888 3888 50088.4 6912 2592
1980 12 13 12069.3 77555.5 3888 3888 50088.4 6912 2592
1980 12 14 12069.3 77555.5 3888 3888 50088.4 6912 2592
1980 12 15 12069.3 77555.5 3888 3888 50088.4 6912 2592
1980 12 16 12069.3 77555.5 3888 3888 50088.4 6912 2592
1980 12 17 12069.3 77555.5 3888 3888 50088.4 6912 2592
1980 12 18 12069.3 77555.5 3888 3888 50088.4 6912 2592
1980 12 19 12069.3 77555.5 3888 3888 50088.4 6912 2592
1980 12 20 12069.3 77555.5 3888 3888 50088.4 6912 2592
1980 12 21 12069.3 77555.5 3888 3888 50088.4 6912 2592
